1024	1702.131
2048	1396.44
4096	2872.734
8192	5735.021
16384	11525.456
32768	22167.637
65536	48671.116
131072	99658.92
262144	953629.554
524288	2024428.362
1048576	3826354.731
2097152	7629047.655
4194304	1.5743567881E7
8388608	3.0409839178E7
